County,Heat,Wet Bulb,Farm Crop Yields,Sea Level Rise,Very Large Fires,Economic Damages,Score
"Turner County, SD",4,1,4,1,1,5,10
"Union County, SD",4,1,4,1,1,5,10
"Walworth County, SD",4,2,3,1,1,5,10
"Blount County, TN",4,1,3,1,2,5,10
"Bradley County, TN",4,1,3,1,2,5,10
"Carter County, TN",3,2,3,1,2,5,10
"Fentress County, TN",3,2,3,1,2,5,10
"Grainger County, TN",4,1,3,1,2,5,10
"Greene County, TN",4,1,3,1,2,5,10
"Hancock County, TN",4,1,3,1,2,5,10
"Hawkins County, TN",4,1,3,1,2,5,10
"Polk County, TN",4,1,3,1,2,5,10
"Putnam County, TN",4,2,3,1,1,5,10
"Unicoi County, TN",3,2,3,1,2,5,10
"Union County, TN",4,1,3,1,2,5,10
"Van Buren County, TN",4,1,3,1,2,5,10
"Angelina County, TX",9,2,1,1,1,5,10
"Burnet County, TX",9,2,1,1,1,5,10
"Garza County, TX",7,2,1,1,2,5,10
"Gregg County, TX",7,4,1,1,1,5,10
"Hemphill County, TX",7,2,1,1,2,5,10
"Henderson County, TX",7,4,1,1,1,5,10
"Jack County, TX",9,4,1,1,1,4,10
"Marion County, TX",7,4,1,1,1,5,10
"Somervell County, TX",9,2,1,1,1,5,10
"Kane County, UT",3,1,1,1,6,4,10
"Piute County, UT",4,1,1,1,6,4,10
"Albemarle County, VA",4,2,4,1,1,4,10
"Brunswick County, VA",4,1,5,1,1,4,10
"Clarke County, VA",3,2,4,1,2,4,10
"Craig County, VA",4,2,3,1,2,4,10
"Culpeper County, VA",4,2,4,1,1,4,10
"Louisa County, VA",4,2,4,1,1,4,10
"Madison County, VA",4,1,4,1,2,4,10
"Rappahannock County, VA",4,1,4,1,2,4,10
"Hopewell city, VA",6,5,1,3,1,4,10
"Adams County, WA",4,1,4,1,1,5,10
"Cowlitz County, WA",3,2,1,4,4,4,10
"Garfield County, WA",4,1,1,1,6,4,10
"Island County, WA",3,2,3,4,1,4,10
"Lewis County, WA",4,2,1,1,5,4,10
"Pend Oreille County, WA",4,1,1,1,6,4,10
"Skamania County, WA",4,1,1,1,6,4,10
"Boone County, WV",4,2,3,1,2,4,10
"Calhoun County, WV",3,4,3,1,2,4,10
"Doddridge County, WV",3,4,3,1,2,4,10
"Harrison County, WV",3,4,3,1,2,4,10
"Marshall County, WV",3,4,3,1,2,4,10
"Mineral County, WV",4,2,3,1,2,4,10
"Monongalia County, WV",3,4,3,1,2,4,10
"Nicholas County, WV",3,4,3,1,2,4,10
"Ohio County, WV",3,4,3,1,2,4,10
"Roane County, WV",3,4,3,1,2,4,10
"Adams County, WI",4,4,3,1,1,4,10
"Crawford County, WI",3,5,3,1,1,4,10
"Eau Claire County, WI",4,4,3,1,1,4,10
"Forest County, WI",3,2,3,1,3,4,10
"Green County, WI",3,4,3,1,1,5,10
"Jefferson County, WI",3,5,3,1,1,4,10
"Juneau County, WI",4,4,3,1,1,4,10
"La Crosse County, WI",4,4,3,1,1,4,10
"Lafayette County, WI",3,4,3,1,1,5,10
"Milwaukee County, WI",3,5,3,1,1,4,10
"Racine County, WI",3,5,3,1,1,4,10
"Vernon County, WI",3,4,3,1,1,5,10
"Waukesha County, WI",3,5,3,1,1,4,10
"Sweetwater County, WY",3,1,1,1,6,4,10
"Williamsburg city, VA",4,5,1,3,1,5,10
"Columbia County, AR",7,2,1,1,1,5,9
"Howard County, AR",7,4,1,1,1,4,9
"Montgomery County, AR",6,4,1,1,2,4,9
"Pike County, AR",7,4,1,1,1,4,9
"Polk County, AR",7,2,1,1,2,4,9
"Scott County, AR",7,2,1,1,2,4,9
"Sharp County, AR",6,4,1,1,2,4,9
"Union County, AR",7,2,1,1,1,5,9
"Alpine County, CA",3,1,1,1,6,4,9
"Archuleta County, CO",3,1,1,1,6,4,9
"Douglas County, CO",3,1,3,1,3,4,9
"Elbert County, CO",4,1,3,1,2,4,9
"Fremont County, CO",3,1,1,1,6,4,9
"Gunnison County, CO",1,1,1,1,6,4,9
"Phillips County, CO",4,1,4,1,1,4,9
"Routt County, CO",3,1,1,1,6,4,9
"Middlesex County, CT",3,5,1,4,1,4,9
"New Haven County, CT",3,5,1,4,1,4,9
"Baldwin County, GA",7,2,1,1,1,5,9
"Banks County, GA",4,1,3,1,1,5,9
"Chattahoochee County, GA",7,2,1,1,1,5,9
"Dawson County, GA",3,1,4,1,1,5,9
"Forsyth County, GA",4,1,3,1,1,5,9
"Hall County, GA",4,1,3,1,1,5,9
"Jackson County, GA",4,1,3,1,1,5,9
"Jones County, GA",7,2,1,1,1,5,9
"Muscogee County, GA",7,2,1,1,1,5,9
"Pickens County, GA",3,1,5,1,1,4,9
"Union County, GA",4,1,3,1,2,4,9
"Bear Lake County, ID",3,1,1,1,6,4,9
"Jo Daviess County, IL",3,4,3,1,1,4,9
"Lee County, IL",3,4,3,1,1,4,9
"Henry County, IN",3,2,3,1,1,5,9
"Randolph County, IN",3,2,3,1,1,5,9
"Chickasaw County, IA",3,4,3,1,1,4,9
"Dubuque County, IA",3,4,3,1,1,4,9
"Emmet County, IA",3,4,3,1,1,4,9
"Fayette County, IA",3,4,3,1,1,4,9
"Floyd County, IA",3,4,3,1,1,4,9
"Howard County, IA",3,4,3,1,1,4,9
"Lyon County, IA",4,2,3,1,1,4,9
"O'Brien County, IA",4,2,3,1,1,4,9
"Osceola County, IA",4,2,3,1,1,4,9
"Palo Alto County, IA",3,4,3,1,1,4,9
"Worth County, IA",3,4,3,1,1,4,9
"Leslie County, KY",4,4,1,1,2,5,9
"Pike County, KY",3,1,3,1,2,5,9
"Jackson Parish, LA",7,2,1,1,1,5,9
"Frederick County, MD",3,2,4,1,1,4,9
"Garrett County, MD",3,2,3,1,2,4,9
"Howard County, MD",4,1,4,1,1,4,9
"Barnstable County, MA",3,2,1,7,1,4,9
"Dukes County, MA",3,4,1,4,1,5,9
"Essex County, MA",3,5,1,4,1,4,9
"Nantucket County, MA",3,2,1,4,1,6,9
"Alcona County, MI",3,4,3,1,1,4,9
"Alpena County, MI",3,4,3,1,1,4,9
"Barry County, MI",3,4,3,1,1,4,9
"Branch County, MI",3,4,3,1,1,4,9
"Calhoun County, MI",3,4,3,1,1,4,9
"Cass County, MI",3,4,3,1,1,4,9
"Chippewa County, MI",3,4,3,1,1,4,9
"Clinton County, MI",3,4,3,1,1,4,9
"Eaton County, MI",3,4,3,1,1,4,9
"Emmet County, MI",3,2,3,1,2,4,9
"Genesee County, MI",3,4,3,1,1,4,9
"Gladwin County, MI",3,4,3,1,1,4,9
"Gratiot County, MI",3,4,3,1,1,4,9
"Houghton County, MI",3,2,3,1,3,3,9
"Huron County, MI",3,4,3,1,1,4,9
"Ingham County, MI",3,4,3,1,1,4,9
"Jackson County, MI",3,4,3,1,1,4,9
"Kalamazoo County, MI",3,4,3,1,1,4,9
"Kalkaska County, MI",3,2,3,1,2,4,9
"Lapeer County, MI",3,4,3,1,1,4,9
"Lenawee County, MI",3,4,3,1,1,4,9
"Livingston County, MI",3,4,3,1,1,4,9
"Marquette County, MI",3,1,3,1,3,4,9
"Midland County, MI",3,4,3,1,1,4,9
"Missaukee County, MI",3,2,3,1,2,4,9
"Montmorency County, MI",3,2,3,1,2,4,9
"Ogemaw County, MI",3,2,3,1,2,4,9
"Ontonagon County, MI",3,5,3,1,1,3,9
"Roscommon County, MI",3,2,3,1,2,4,9
"Saginaw County, MI",3,4,3,1,1,4,9
"Sanilac County, MI",3,4,3,1,1,4,9
"Shiawassee County, MI",3,4,3,1,1,4,9
"Tuscola County, MI",3,4,3,1,1,4,9
"Washtenaw County, MI",3,4,3,1,1,4,9
"Carver County, MN",3,4,3,1,1,4,9
"Dakota County, MN",3,4,3,1,1,4,9
"Dodge County, MN",3,4,3,1,1,4,9
"Fillmore County, MN",3,4,3,1,1,4,9
"Goodhue County, MN",3,4,3,1,1,4,9
"Hennepin County, MN",3,4,3,1,1,4,9
"Jackson County, MN",4,2,3,1,1,4,9
"Kandiyohi County, MN",3,4,3,1,1,4,9
"Lake County, MN",3,1,1,1,6,4,9
"Lincoln County, MN",4,2,3,1,1,4,9
"Lyon County, MN",4,2,3,1,1,4,9
"Meeker County, MN",3,4,3,1,1,4,9
"Mower County, MN",3,4,3,1,1,4,9
"Norman County, MN",4,2,3,1,1,4,9
"Olmsted County, MN",3,4,3,1,1,4,9
"Redwood County, MN",4,2,3,1,1,4,9
"Rice County, MN",3,4,3,1,1,4,9
"Scott County, MN",3,4,3,1,1,4,9
"Stearns County, MN",3,4,3,1,1,4,9
"Steele County, MN",3,4,3,1,1,4,9
"Wabasha County, MN",3,4,3,1,1,4,9
"Washington County, MN",3,4,3,1,1,4,9
"Watonwan County, MN",3,4,3,1,1,4,9
"Winona County, MN",3,4,3,1,1,4,9
"Wright County, MN",3,4,3,1,1,4,9
"Yellow Medicine County, MN",4,2,3,1,1,4,9
"Granite County, MT",4,1,1,1,6,3,9
"Jefferson County, MT",3,1,1,1,6,4,9
"Judith Basin County, MT",3,1,1,1,6,4,9
"Liberty County, MT",4,1,1,1,5,4,9
"Powell County, MT",3,1,1,1,6,4,9
"Teton County, MT",3,1,1,1,6,4,9
"Storey County, NV",3,1,1,1,6,4,9
"Carson City, NV",6,1,1,1,4,4,9
"Sussex County, NJ",3,2,3,1,2,4,9
"Union County, NJ",4,4,1,3,1,5,9
"Bernalillo County, NM",6,1,1,1,3,5,9
"De Baca County, NM",6,1,1,1,3,5,9
"Taos County, NM",3,1,3,1,3,4,9
"Albany County, NY",3,4,3,1,1,4,9
"Allegany County, NY",3,4,3,1,1,4,9
"Cayuga County, NY",3,4,3,1,1,4,9
"Chautauqua County, NY",3,4,3,1,1,4,9
"Chemung County, NY",3,4,3,1,1,4,9
"Erie County, NY",3,4,3,1,1,4,9
"Genesee County, NY",3,4,3,1,1,4,9
"Kings County, NY",3,5,1,3,1,5,9
"Lewis County, NY",3,4,3,1,1,4,9
"Livingston County, NY",3,4,3,1,1,4,9
"Monroe County, NY",3,4,3,1,1,4,9
"Onondaga County, NY",3,4,3,1,1,4,9
"Ontario County, NY",3,4,3,1,1,4,9
"Oswego County, NY",3,4,3,1,1,4,9
"St. Lawrence County, NY",3,4,3,1,1,4,9
"Schenectady County, NY",3,4,3,1,1,4,9
"Seneca County, NY",3,4,3,1,1,4,9
"Tioga County, NY",3,4,3,1,1,4,9
"Warren County, NY",3,4,3,1,1,4,9
"Washington County, NY",3,4,3,1,1,4,9
"Yates County, NY",3,4,3,1,1,4,9
"Caldwell County, NC",4,1,3,1,1,5,9
"Catawba County, NC",4,1,3,1,1,5,9
"Cherokee County, NC",4,1,3,1,2,5,9
"Cleveland County, NC",4,1,3,1,1,5,9
"Davidson County, NC",4,1,3,1,1,5,9
"Davie County, NC",4,1,3,1,1,5,9
"Gaston County, NC",4,1,3,1,1,5,9
"Guilford County, NC",4,1,3,1,1,5,9
"Henderson County, NC",3,1,3,1,2,5,9
"Iredell County, NC",4,1,3,1,1,5,9
"Lincoln County, NC",4,1,3,1,1,5,9
"Rockingham County, NC",4,1,4,1,1,4,9
"Rowan County, NC",4,1,3,1,1,5,9
"Yadkin County, NC",4,1,3,1,1,5,9
"Dickey County, ND",4,1,3,1,1,5,9
"Emmons County, ND",4,2,3,1,1,4,9
"LaMoure County, ND",4,1,3,1,1,5,9
"Richland County, ND",4,1,3,1,1,5,9
"Allen County, OH",3,4,3,1,1,4,9
"Ashtabula County, OH",3,4,3,1,1,4,9
"Columbiana County, OH",3,4,3,1,1,4,9
"Crawford County, OH",3,2,3,1,1,5,9
"Cuyahoga County, OH",3,5,3,1,1,4,9
"Fulton County, OH",3,4,3,1,1,4,9
"Geauga County, OH",3,4,3,1,1,4,9
"Holmes County, OH",3,1,3,1,2,5,9
"Knox County, OH",3,2,3,1,1,5,9
"Lake County, OH",3,4,3,1,1,4,9
"Lorain County, OH",3,4,3,1,1,4,9
"Mahoning County, OH",3,4,3,1,1,4,9
"Medina County, OH",3,4,3,1,1,4,9
"Miami County, OH",3,2,3,1,1,5,9
"Stark County, OH",3,4,3,1,1,4,9
"Summit County, OH",3,4,3,1,1,4,9
"Trumbull County, OH",3,4,3,1,1,4,9
"Wayne County, OH",3,4,3,1,1,4,9
"Latimer County, OK",7,2,1,1,2,4,9
"Yamhill County, OR",4,2,3,1,1,4,9
"Adams County, PA",4,2,3,1,1,4,9
"Blair County, PA",3,2,3,1,2,4,9
"Bradford County, PA",3,4,3,1,1,4,9
"Cambria County, PA",3,2,3,1,2,4,9
"Cameron County, PA",3,4,3,1,1,4,9
"Carbon County, PA",3,4,3,1,1,4,9
"Clarion County, PA",3,2,3,1,2,4,9
"Clearfield County, PA",3,2,3,1,2,4,9
"Crawford County, PA",3,4,3,1,1,4,9
"Forest County, PA",3,4,3,1,1,4,9
"Huntingdon County, PA",3,2,3,1,2,4,9
"Indiana County, PA",3,2,3,1,2,4,9
"Lebanon County, PA",3,1,3,1,2,5,9
"Lehigh County, PA",3,4,3,1,1,4,9
"Lycoming County, PA",3,4,3,1,1,4,9
"Mercer County, PA",3,4,3,1,1,4,9
"Monroe County, PA",3,4,3,1,1,4,9
"Northampton County, PA",3,4,3,1,1,4,9
"Philadelphia County, PA",4,4,1,3,1,5,9
"Potter County, PA",3,4,3,1,1,4,9
"Somerset County, PA",3,2,3,1,2,4,9
"Venango County, PA",3,4,3,1,1,4,9
"Warren County, PA",3,4,3,1,1,4,9
"Wayne County, PA",3,2,3,1,2,4,9
"Wyoming County, PA",3,4,3,1,1,4,9
"Cherokee County, SC",4,1,3,1,1,5,9
"Oconee County, SC",4,1,3,1,1,5,9
"Brown County, SD",4,1,3,1,1,5,9
"Edmunds County, SD",4,1,3,1,1,5,9
"Kingsbury County, SD",3,2,3,1,1,5,9
"Minnehaha County, SD",4,1,3,1,1,5,9
"Cumberland County, TN",3,1,3,1,2,5,9
"Johnson County, TN",3,1,3,1,2,5,9
"Morgan County, TN",3,1,3,1,2,5,9
"Pickett County, TN",3,2,3,1,1,5,9
"Sullivan County, TN",3,1,3,1,2,5,9
"Washington County, TN",3,1,3,1,2,5,9
"Camp County, TX",7,2,1,1,1,5,9
"Hopkins County, TX",7,2,1,1,1,5,9
"Morris County, TX",7,2,1,1,1,5,9
"Titus County, TX",7,2,1,1,1,5,9
"Wood County, TX",7,2,1,1,1,5,9
"Rich County, UT",3,1,1,1,6,4,9
"Amherst County, VA",4,1,4,1,1,4,9
"Bedford County, VA",4,1,3,1,2,4,9
"Botetourt County, VA",4,1,3,1,2,4,9
"Carroll County, VA",4,1,3,1,2,4,9
"Charlotte County, VA",6,1,3,1,1,4,9
"Cumberland County, VA",4,1,4,1,1,4,9
"Fauquier County, VA",3,2,4,1,1,4,9
"Frederick County, VA",4,1,3,1,2,4,9
"Greene County, VA",4,2,3,1,1,4,9
"Halifax County, VA",4,1,4,1,1,4,9
"Lee County, VA",4,1,3,1,2,4,9
"Nelson County, VA",4,1,3,1,2,4,9
"Nottoway County, VA",4,1,4,1,1,4,9
"Page County, VA",4,1,3,1,2,4,9
"Prince Edward County, VA",4,1,4,1,1,4,9
"Rockbridge County, VA",4,1,3,1,2,4,9
"Scott County, VA",4,1,3,1,2,4,9
"Shenandoah County, VA",4,1,3,1,2,4,9
"Spotsylvania County, VA",4,2,3,1,1,4,9
"Warren County, VA",4,1,3,1,2,4,9
"Petersburg city, VA",6,5,1,1,1,4,9
"Skagit County, WA",3,2,1,4,3,4,9
"Spokane County, WA",4,1,4,1,1,4,9
"Whitman County, WA",4,1,4,1,1,4,9
"Barbour County, WV",3,2,3,1,2,4,9
"Fayette County, WV",3,2,3,1,2,4,9
"Grant County, WV",4,1,3,1,2,4,9
"Hardy County, WV",4,1,3,1,2,4,9
"Logan County, WV",4,5,1,1,2,4,9
"Preston County, WV",3,2,3,1,2,4,9
"Randolph County, WV",3,2,3,1,2,4,9
"Tucker County, WV",3,2,3,1,2,4,9
"Upshur County, WV",3,2,3,1,2,4,9
"Wetzel County, WV",3,2,3,1,2,4,9
"Ashland County, WI",3,4,3,1,1,4,9
"Barron County, WI",3,4,3,1,1,4,9
"Buffalo County, WI",3,4,3,1,1,4,9
"Chippewa County, WI",3,4,3,1,1,4,9
"Clark County, WI",3,4,3,1,1,4,9
"Columbia County, WI",3,4,3,1,1,4,9
"Dane County, WI",3,4,3,1,1,4,9
"Dodge County, WI",3,4,3,1,1,4,9
"Dunn County, WI",3,4,3,1,1,4,9
"Florence County, WI",3,2,3,1,2,4,9
"Fond du Lac County, WI",3,4,3,1,1,4,9
"Grant County, WI",3,4,3,1,1,4,9
"Green Lake County, WI",3,4,3,1,1,4,9
"Iowa County, WI",3,4,3,1,1,4,9
"Jackson County, WI",3,4,3,1,1,4,9
"Kenosha County, WI",3,4,3,1,1,4,9
"Lincoln County, WI",3,2,3,1,2,4,9
"Marinette County, WI",3,1,3,1,3,4,9
"Marquette County, WI",3,4,3,1,1,4,9
"Oconto County, WI",3,4,3,1,1,4,9
"Pepin County, WI",3,4,3,1,1,4,9
"Richland County, WI",3,4,3,1,1,4,9
"St. Croix County, WI",3,2,3,1,2,4,9
"Sauk County, WI",3,4,3,1,1,4,9
"Sheboygan County, WI",3,4,3,1,1,4,9
"Taylor County, WI",3,4,3,1,1,4,9
"Trempealeau County, WI",3,4,3,1,1,4,9
"Washington County, WI",3,4,3,1,1,4,9
"Laramie County, WY",3,1,3,1,3,4,9
"Lincoln County, WY",3,1,1,1,6,4,9
"Sublette County, WY",3,1,1,1,6,4,9
"Teton County, WY",3,1,1,1,6,4,9
"New York County, NY",3,4,1,4,1,5,9
"Bristol County, RI",3,4,1,4,1,5,9
"Calhoun County, AR",6,2,1,1,1,5,8
"Searcy County, AR",6,2,1,1,2,4,8
"Sevier County, AR",7,2,1,1,1,4,8
"Humboldt County, CA",1,1,3,4,1,4,8
"El Paso County, CO",3,1,3,1,2,4,8
"Huerfano County, CO",4,1,1,1,4,4,8
"Saguache County, CO",3,1,1,1,5,4,8
"Hartford County, CT",4,5,1,1,1,4,8
"District of Columbia, DC",6,2,1,3,1,4,8
"Fannin County, GA",3,1,3,1,2,4,8
"Hancock County, GA",6,2,1,1,1,5,8
"Lincoln County, GA",6,2,1,1,1,5,8
"Lumpkin County, GA",4,1,3,1,1,4,8
"Rabun County, GA",3,1,3,1,2,4,8
"Taliaferro County, GA",6,2,1,1,1,5,8
"Towns County, GA",3,1,3,1,2,4,8
"Boundary County, ID",4,1,1,1,4,4,8
"Jefferson County, ID",4,1,3,1,1,4,8
"Oneida County, ID",4,1,3,1,1,4,8
"Power County, ID",4,1,3,1,1,4,8
"Allamakee County, IA",3,2,3,1,1,4,8
"Dickinson County, IA",4,1,3,1,1,4,8
"Martin County, KY",4,4,1,1,2,4,8
"Cumberland County, ME",3,4,1,4,1,4,8
"Sagadahoc County, ME",3,5,1,4,1,3,8
"York County, ME",3,4,1,4,1,4,8
"Hampden County, MA",4,5,1,1,1,4,8
"Middlesex County, MA",3,4,1,4,1,4,8
"Norfolk County, MA",3,4,1,4,1,4,8
"Allegan County, MI",3,2,3,1,1,4,8
"Clare County, MI",3,2,3,1,1,4,8
"Dickinson County, MI",3,1,3,1,2,4,8
"Ionia County, MI",3,2,3,1,1,4,8
"Iosco County, MI",3,2,3,1,1,4,8
"Isabella County, MI",3,2,3,1,1,4,8
"Kent County, MI",3,2,3,1,1,4,8
"Macomb County, MI",3,2,3,1,1,4,8
"Mason County, MI",3,2,3,1,1,4,8
"Menominee County, MI",3,1,3,1,2,4,8
"Montcalm County, MI",3,2,3,1,1,4,8
"Muskegon County, MI",3,2,3,1,1,4,8
"Newaygo County, MI",3,2,3,1,1,4,8
"Presque Isle County, MI",3,2,3,1,1,4,8
"St. Clair County, MI",3,2,3,1,1,4,8
"Schoolcraft County, MI",3,1,3,1,2,4,8
"Wexford County, MI",3,1,3,1,2,4,8
"Chippewa County, MN",4,1,3,1,1,4,8
"Chisago County, MN",3,2,3,1,1,4,8
"Clay County, MN",4,1,3,1,1,4,8
"Isanti County, MN",3,2,3,1,1,4,8
"Kanabec County, MN",3,1,3,1,2,4,8
"Lac qui Parle County, MN",4,1,3,1,1,4,8
"Otter Tail County, MN",3,2,3,1,1,4,8
"Pipestone County, MN",4,1,3,1,1,4,8
"Pope County, MN",4,1,3,1,1,4,8
"Rock County, MN",4,1,3,1,1,4,8
"Sherburne County, MN",3,2,3,1,1,4,8
"Swift County, MN",4,1,3,1,1,4,8
"Todd County, MN",3,2,3,1,1,4,8
"Wadena County, MN",3,2,3,1,1,4,8
"Park County, MT",3,1,1,1,6,3,8
"Grant County, NE",6,1,1,1,2,5,8
"Hooker County, NE",6,1,1,1,2,5,8
"Rockingham County, NH",3,4,1,4,1,4,8
"Morris County, NJ",4,1,3,1,1,4,8
"Broome County, NY",3,2,3,1,1,4,8
"Cattaraugus County, NY",3,2,3,1,1,4,8
"Chenango County, NY",3,2,3,1,1,4,8
"Clinton County, NY",3,2,3,1,1,4,8
"Cortland County, NY",3,2,3,1,1,4,8
"Delaware County, NY",3,2,3,1,1,4,8
"Essex County, NY",3,2,3,1,1,4,8
"Franklin County, NY",3,2,3,1,1,4,8
"Fulton County, NY",3,2,3,1,1,4,8
"Herkimer County, NY",3,2,3,1,1,4,8
"Jefferson County, NY",3,2,3,1,1,4,8
"Madison County, NY",3,2,3,1,1,4,8
"Montgomery County, NY",3,2,3,1,1,4,8
"Nassau County, NY",3,4,1,4,1,4,8
"Niagara County, NY",3,2,3,1,1,4,8
"Oneida County, NY",3,2,3,1,1,4,8
"Orleans County, NY",3,2,3,1,1,4,8
"Otsego County, NY",3,2,3,1,1,4,8
"Schoharie County, NY",3,2,3,1,1,4,8
"Schuyler County, NY",3,2,3,1,1,4,8
"Steuben County, NY",3,2,3,1,1,4,8
"Sullivan County, NY",3,2,3,1,1,4,8
"Tompkins County, NY",3,2,3,1,1,4,8
"Wyoming County, NY",3,2,3,1,1,4,8
"Alexander County, NC",4,1,3,1,1,4,8
"Alleghany County, NC",3,1,3,1,2,4,8
"Avery County, NC",3,1,3,1,2,4,8
"Burke County, NC",4,1,3,1,1,4,8
"Clay County, NC",3,1,3,1,2,4,8
"Forsyth County, NC",4,1,3,1,1,4,8
"Graham County, NC",3,1,3,1,2,4,8
"Haywood County, NC",3,1,3,1,2,4,8
"Jackson County, NC",3,1,3,1,2,4,8
"McDowell County, NC",3,1,3,1,1,5,8
"Macon County, NC",3,1,3,1,2,4,8
"Mitchell County, NC",3,1,3,1,2,4,8
"Person County, NC",4,1,3,1,1,4,8
"Rutherford County, NC",3,1,3,1,1,5,8
"Stokes County, NC",4,1,3,1,1,4,8
"Surry County, NC",4,1,3,1,1,4,8
"Swain County, NC",3,1,3,1,2,4,8
"Watauga County, NC",3,1,3,1,2,4,8
"Burleigh County, ND",4,1,3,1,1,4,8
"Cass County, ND",4,1,3,1,1,4,8
"Kidder County, ND",4,1,3,1,1,4,8
"Logan County, ND",4,1,3,1,1,4,8
"McLean County, ND",4,1,3,1,1,4,8
"Mercer County, ND",4,1,3,1,1,4,8
"Morton County, ND",4,1,3,1,1,4,8
"Oliver County, ND",4,1,3,1,1,4,8
"Ransom County, ND",4,1,3,1,1,4,8
"Stutsman County, ND",4,1,3,1,1,4,8
"Wells County, ND",4,1,3,1,1,4,8
"Ashland County, OH",3,2,3,1,1,4,8
"Erie County, OH",3,2,3,1,1,4,8
"Portage County, OH",3,2,3,1,1,4,8
"Richland County, OH",3,2,3,1,1,4,8
"Adair County, OK",6,2,1,1,2,4,8
"Hood River County, OR",4,1,1,1,4,4,8
"Linn County, OR",3,1,3,1,1,5,8
"Marion County, OR",3,1,3,1,1,5,8
"Washington County, OR",3,2,3,1,1,4,8
"Bedford County, PA",3,1,3,1,2,4,8
"Columbia County, PA",3,1,3,1,2,4,8
"Dauphin County, PA",3,1,3,1,2,4,8
"Elk County, PA",3,2,3,1,1,4,8
"Fulton County, PA",3,1,3,1,2,4,8
"McKean County, PA",3,2,3,1,1,4,8
"Montour County, PA",3,1,3,1,2,4,8
"Northumberland County, PA",3,1,3,1,2,4,8
"Pike County, PA",3,2,3,1,1,4,8
"Snyder County, PA",3,1,3,1,2,4,8
"Sullivan County, PA",3,2,3,1,1,4,8
"Susquehanna County, PA",3,2,3,1,1,4,8
"Tioga County, PA",3,2,3,1,1,4,8
"Union County, PA",3,1,3,1,2,4,8
"York County, PA",4,1,3,1,1,4,8
"Kent County, RI",3,4,1,4,1,4,8
"Newport County, RI",3,4,1,4,1,4,8
"Brookings County, SD",3,1,3,1,1,5,8
"Clark County, SD",3,1,3,1,1,5,8
"Codington County, SD",3,1,3,1,1,5,8
"Day County, SD",3,1,3,1,1,5,8
"Deuel County, SD",3,1,3,1,1,5,8
"Grant County, SD",3,1,3,1,1,5,8
"Hamlin County, SD",3,1,3,1,1,5,8
"Lake County, SD",3,1,3,1,1,5,8
"Moody County, SD",3,1,3,1,1,5,8
"Appomattox County, VA",4,1,3,1,1,4,8
"Augusta County, VA",3,1,3,1,2,4,8
"Bath County, VA",3,1,3,1,2,4,8
"Bland County, VA",3,1,3,1,2,4,8
"Buchanan County, VA",3,1,3,1,2,4,8
"Campbell County, VA",4,1,3,1,1,4,8
"Dickenson County, VA",3,1,3,1,2,4,8
"Franklin County, VA",4,1,3,1,1,4,8
"Giles County, VA",3,1,3,1,2,4,8
"Grayson County, VA",3,1,3,1,2,4,8
"Montgomery County, VA",3,1,3,1,2,4,8
"Patrick County, VA",4,1,3,1,1,4,8
"Pittsylvania County, VA",4,1,3,1,1,4,8
"Pulaski County, VA",3,1,3,1,2,4,8
"Rockingham County, VA",3,1,3,1,2,4,8
"Russell County, VA",3,1,3,1,2,4,8
"Smyth County, VA",3,1,3,1,2,4,8
"Tazewell County, VA",3,1,3,1,2,4,8
"Washington County, VA",3,1,3,1,2,4,8
"Wise County, VA",3,1,3,1,2,4,8
"Wythe County, VA",3,1,3,1,2,4,8
"Franklin city, VA",6,4,1,1,1,4,8
"Richmond city, VA",6,2,1,3,1,4,8
"King County, WA",3,2,1,3,3,4,8
"Whatcom County, WA",3,1,3,3,1,4,8
"Greenbrier County, WV",3,1,3,1,2,4,8
"Hampshire County, WV",4,1,3,1,2,3,8
"Mercer County, WV",3,1,3,1,2,4,8
"Mingo County, WV",4,4,1,1,2,4,8
"Monroe County, WV",3,1,3,1,2,4,8
"Raleigh County, WV",3,1,3,1,2,4,8
"Summers County, WV",3,1,3,1,2,4,8
"Taylor County, WV",4,4,1,1,2,4,8
"Burnett County, WI",3,2,3,1,1,4,8
"Door County, WI",3,2,3,1,1,4,8
"Kewaunee County, WI",3,2,3,1,1,4,8
"Langlade County, WI",3,2,3,1,1,4,8
"Monroe County, WI",3,2,3,1,1,4,8
"Ozaukee County, WI",3,2,3,1,1,4,8
"Pierce County, WI",3,2,3,1,1,4,8
"Waupaca County, WI",3,2,3,1,1,4,8
"Waushara County, WI",3,2,3,1,1,4,8
"Wood County, WI",3,2,3,1,1,4,8
"Alexandria city, VA",4,2,1,3,1,5,8
"Falls Church city, VA",4,4,1,1,1,5,8
"Manassas city, VA",4,4,1,1,1,5,8
"Carroll County, AR",4,2,1,1,2,4,7
"Madison County, AR",4,2,1,1,2,4,7
"Stone County, AR",6,1,1,1,2,4,7
"Marin County, CA",4,1,1,4,1,4,7
"San Francisco County, CA",3,2,1,4,1,4,7
"Eagle County, CO",3,1,1,1,4,4,7
"San Miguel County, CO",3,1,1,1,4,4,7
"New London County, CT",3,2,1,4,1,4,7
"Clarke County, GA",6,1,1,1,1,5,7
"Clayton County, GA",6,1,1,1,1,5,7
"Cobb County, GA",6,1,1,1,1,5,7
"DeKalb County, GA",6,1,1,1,1,5,7
"Gilmer County, GA",3,1,3,1,1,4,7
